zvm_uname,init_mem,max_mem,vcpu,profile,vsw_name,ip,mask,gw,hostname,vlanid,dasd_grp
RHEL002,16,32,4,RHEL79,VSW1,172.83.4.122,255.255.255.0,172.83.4.97,RHEL002,NONE,FBAPOOL
